age,emptype,fnlwgt,educ,marital,attached,occupation,sex,capitalgain,capitalloss,hrperweek,income
Elder,Self,101739,Bachelors,Couple,No,Execmanagerial,F,VL,VL,M,High
Eldest,Self,231559,Master,Couple,No,Profspecialty,M,VH,VL,M,High
Elder,Gov,207853,Dropout,Couple,No,Techsupport,M,VL,VL,M,Low
Young,Self,102345,Bachelors,Single,No,Craftrepair,M,VL,VL,L,Low
Young,Self,41493,Bachelors,Single,No,Farmingfishing,F,VL,VL,M,Low
Elder,Self,210525,HighSchool,Couple,No,Transportmoving,M,VL,VL,L,Low
Young,Self,133937,Master,Single,No,Profspecialty,M,VL,VL,L,Low
Young,Self,237903,HighSchool,Single,No,Handlerscleaners,F,VL,VL,L,Low
Youngest,Self,163862,HighSchool,Single,No,Transportmoving,M,VL,VL,L,Low
Youngest,Self,201872,HighSchool,Couple,No,Sales,M,VL,VL,M,Low
Young,Self,84179,HighSchool,Single,No,Handlerscleaners,F,VL,VL,M,Low
Young,Gov,233327,HighSchool,Couple,No,Protectiveserv,M,VL,VL,L,Low
Youngest,Self,259510,HighSchool,Single,No,Handlerscleaners,M,VL,VL,VL,Low
Youngest,Self,184831,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,245724,HighSchool,Single,No,Execmanagerial,M,VL,VL,M,Low
Eldest,Self,205343,Dropout,Single,No,Admclerical,F,VL,VL,L,Low
Eldest,Self,136218,Dropout,Single,No,Machineopinspct,F,VL,VL,L,Low
Young,Self,54576,HighSchool,Couple,No,Machineopinspct,M,VL,VL,L,Low
Young,Self,148291,HighSchool,Couple,No,Techsupport,F,VL,VL,VL,Low
Youngest,Self,114053,Bachelors,Single,No,Transportmoving,M,VL,VL,M,Low
Eldest,Self,212960,Bachelors,Couple,No,Sales,M,VL,VL,VL,High
Elder,Self,264052,HighSchool,Couple,No,Profspecialty,M,VL,VL,M,High
Eldest,Self,334273,Bachelors,Couple,No,Profspecialty,M,VL,VL,H,High
Elder,Self,188436,Master,Couple,No,Execmanagerial,M,M,VL,M,Low
Young,Self,110663,HighSchool,Single,No,Craftrepair,M,VL,VL,VL,Low
Elder,Self,87490,Master,Single,No,Execmanagerial,M,VL,VL,L,Low
Youngest,Self,354351,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Eldest,Self,95469,HighSchool,Couple,No,Profspecialty,M,VL,VL,L,Low
Youngest,Self,242718,Dropout,Single,No,Sales,M,VL,VL,VL,Low
Young,Self,22463,Bachelors,Couple,No,Craftrepair,M,VL,H,L,High
Youngest,Self,158156,Master,Single,No,Profspecialty,F,VL,VL,H,Low
Young,Self,350162,Bachelors,Couple,No,Execmanagerial,M,VL,VL,L,High
Young,Self,28738,Bachelors,Single,No,Sales,F,VL,VL,VL,Low
Eldest,Gov,283635,Bachelors,Single,No,Profspecialty,F,VL,VL,L,Low
Youngest,Self,86646,HighSchool,Couple,No,Craftrepair,M,VL,VL,M,Low
Eldest,Self,69884,HighSchool,Couple,No,Sales,M,VL,VL,L,High
Eldest,Self,199713,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Youngest,Self,181659,HighSchool,Couple,No,Machineopinspct,M,VL,VL,L,Low
Young,Self,340939,Bachelors,Single,No,Techsupport,M,VL,VL,L,Low
Youngest,Self,197747,HighSchool,Single,No,Sales,F,VL,VL,VL,Low
Young,Self,34292,HighSchool,Single,No,Admclerical,M,VL,VL,H,Low
Eldest,Self,25826,Dropout,Couple,No,Craftrepair,M,VL,M,M,High
Eldest,Self,103948,Bachelors,Single,No,Profspecialty,M,VL,VL,VH,Low
Eldest,Self,39352,Dropout,Single,No,Transportmoving,M,VL,VL,M,High
Youngest,Self,117789,Bachelors,Single,No,Admclerical,F,VL,VL,L,Low
Youngest,Self,267147,HighSchool,Single,No,Sales,M,VL,VL,L,Low
Elder,Self,214242,Master,Couple,No,Profspecialty,M,VL,H,M,High
Youngest,Self,200408,HighSchool,Single,No,Techsupport,M,L,VL,L,Low
Eldest,Self,136455,Bachelors,Single,No,Profspecialty,F,VL,VL,M,Low
Young,Self,239824,Bachelors,Single,No,Techsupport,M,VL,VL,L,Low
Youngest,Self,217039,HighSchool,Single,No,Admclerical,M,VL,VL,VL,Low
Young,Self,194404,Bachelors,Single,No,Farmingfishing,M,VL,VL,L,Low
Eldest,Self,410114,Master,Couple,No,Craftrepair,M,VL,VL,L,High
Eldest,Self,200853,Master,Single,No,Profspecialty,F,M,VL,H,Low
Youngest,Self,247564,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Youngest,Self,249909,HighSchool,Couple,No,Handlerscleaners,M,VL,VL,M,Low
Youngest,Gov,208122,Bachelors,Single,No,Profspecialty,M,L,VL,L,Low
Elder,Self,207824,HighSchool,Single,No,Handlerscleaners,M,VL,VL,H,Low
Eldest,Self,114117,HighSchool,Couple,No,Execmanagerial,M,VL,VL,VL,Low
Eldest,Self,51048,Bachelors,Couple,No,Sales,M,VL,VL,M,Low
Elder,Self,102388,Master,Couple,No,Profspecialty,M,VH,VL,M,High
Youngest,Self,190483,Bachelors,Single,No,Sales,F,VL,VL,VL,Low
Young,Self,34383,Bachelors,Couple,No,Transportmoving,M,VL,VL,M,Low
Young,Self,153614,HighSchool,Couple,No,Sales,M,VL,VL,M,High
Elder,Self,267556,HighSchool,Couple,No,Sales,M,VL,VL,H,Low
Young,Self,205469,HighSchool,Couple,No,Execmanagerial,M,VL,VL,L,High
Eldest,Self,268090,Bachelors,Couple,No,Sales,M,VL,VL,VL,High
Elder,Self,154374,HighSchool,Couple,No,Craftrepair,M,VH,VL,H,High
Eldest,Self,35723,HighSchool,Couple,No,Craftrepair,M,VL,VL,H,Low
Youngest,Self,226181,Bachelors,Single,No,Handlerscleaners,M,VL,VL,L,Low
Young,Self,175697,Bachelors,Couple,No,Execmanagerial,M,VH,VL,H,High
Eldest,Self,289436,Master,Couple,No,Profspecialty,M,VL,VL,H,High
Youngest,Self,75654,HighSchool,Single,No,Craftrepair,M,VL,VL,M,Low
Eldest,Self,199378,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Youngest,Self,160968,HighSchool,Single,No,Handlerscleaners,M,VL,VL,L,Low
Young,Self,188563,HighSchool,Couple,No,Sales,M,M,VL,M,High
Young,Self,55849,HighSchool,Couple,No,Craftrepair,M,VL,VL,M,Low
Eldest,Self,195322,Master,Single,No,Profspecialty,M,VL,VL,L,High
Young,Gov,402089,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Eldest,Self,78277,HighSchool,Couple,No,Craftrepair,M,VL,VL,VL,Low
Young,Gov,169496,Bachelors,Couple,No,Techsupport,M,VL,VL,L,High
Elder,Gov,143774,HighSchool,Single,No,Execmanagerial,F,VL,VL,M,Low
Youngest,Self,288341,HighSchool,Single,No,Machineopinspct,F,VL,VL,VL,Low
Young,Self,106742,HighSchool,Couple,No,Craftrepair,M,VL,VL,M,Low
Elder,Self,219288,Dropout,Couple,No,Craftrepair,M,VL,VL,VL,Low
Elder,Self,174524,HighSchool,Couple,No,Machineopinspct,M,VL,VL,L,High
Young,Self,261293,Master,Single,No,Sales,M,VL,VL,H,Low
Youngest,Self,111900,HighSchool,Single,No,Profspecialty,M,VL,VL,L,Low
Elder,Gov,194360,Master,Single,No,Profspecialty,M,VL,VL,VL,Low
Youngest,Self,81145,HighSchool,Single,No,Sales,F,VL,VL,VL,Low
Elder,Self,341204,Bachelors,Single,No,Profspecialty,F,H,VL,L,High
Youngest,Gov,249362,HighSchool,Couple,No,Transportmoving,M,L,VL,L,Low
Youngest,Self,172146,Dropout,Single,No,Machineopinspct,M,VL,M,L,Low
Eldest,Gov,110457,HighSchool,Single,No,Execmanagerial,M,VL,VL,L,Low
Youngest,Self,368700,Dropout,Single,No,Farmingfishing,M,VL,VL,VL,Low
Young,Self,182556,Bachelors,Couple,No,Execmanagerial,M,VL,VL,L,High
Eldest,Self,219420,HighSchool,Couple,No,Sales,M,VL,VL,M,High
Youngest,Self,240817,HighSchool,Single,No,Sales,F,L,VL,L,Low
Young,Self,125457,HighSchool,Single,No,Craftrepair,M,VL,VL,M,Low
Eldest,Self,204021,HighSchool,Single,No,Execmanagerial,M,VL,VL,M,Low
Young,Gov,92262,HighSchool,Single,No,Protectiveserv,M,VL,VL,M,Low
Young,Self,190290,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,High
Youngest,Gov,59342,Dropout,Single,No,Admclerical,F,VL,VL,VL,Low
Young,Self,136721,HighSchool,Single,No,Execmanagerial,F,VL,VL,L,Low
Elder,Gov,86644,Bachelors,Couple,No,Profspecialty,F,VL,VL,M,Low
Eldest,Gov,113000,HighSchool,Couple,No,Farmingfishing,M,VL,VL,L,Low
Elder,Self,262425,HighSchool,Couple,No,Profspecialty,M,VL,VL,M,Low
Youngest,Self,316702,HighSchool,Single,No,Profspecialty,M,VL,VL,VL,Low
Youngest,Gov,335453,Bachelors,Single,No,Techsupport,F,VL,VL,VL,Low
Young,Self,203628,Master,Single,No,Profspecialty,M,VL,VL,H,High
Young,Self,118710,Master,Couple,No,Techsupport,M,VL,H,L,High
Youngest,Self,475028,HighSchool,Single,No,Sales,F,VL,VL,VL,Low
Young,Gov,110866,Bachelors,Single,No,Profspecialty,M,VL,VL,M,Low
Youngest,Self,163870,HighSchool,Single,No,Handlerscleaners,M,VL,VL,VL,Low
Young,Self,80145,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,295566,Master,Single,No,Profspecialty,F,VH,VL,H,High
Elder,Self,63042,Bachelors,Single,No,Execmanagerial,F,VL,VL,M,High
Eldest,Self,177665,HighSchool,Couple,No,Craftrepair,M,VL,VL,VL,Low
Youngest,Self,296450,Bachelors,Couple,No,Profspecialty,M,VL,VL,L,Low
Elder,Self,144995,Bachelors,Couple,No,Techsupport,M,M,VL,L,Low
Young,Self,194141,HighSchool,Couple,No,Machineopinspct,M,VL,VL,L,Low
Youngest,Gov,378418,HighSchool,Single,No,Techsupport,F,VL,VL,L,Low
Youngest,Self,214399,HighSchool,Single,No,Sales,F,VL,VL,VL,Low
Young,Self,217460,Bachelors,Couple,No,Execmanagerial,M,VL,VL,M,High
Elder,Self,125831,HighSchool,Couple,No,Craftrepair,M,VL,VH,H,Low
Young,Self,271328,Bachelors,Single,No,Profspecialty,M,M,VL,L,Low
Eldest,Gov,50459,HighSchool,Couple,No,Execmanagerial,M,VL,VL,L,High
Elder,Self,162140,Bachelors,Couple,No,Execmanagerial,M,M,VL,M,High
Elder,Self,111502,HighSchool,Couple,No,Sales,F,VL,VL,L,Low
Youngest,Self,181655,Bachelors,Couple,No,Admclerical,M,VL,VH,M,Low
Young,Self,234901,HighSchool,Couple,No,Craftrepair,M,L,VL,L,Low
Elder,Gov,260960,Bachelors,Couple,No,Profspecialty,M,VL,VL,M,Low
Elder,Self,279914,Bachelors,Couple,No,Techsupport,M,VL,VL,L,High
Eldest,Self,200939,HighSchool,Couple,No,Transportmoving,M,VL,VL,H,Low
Elder,Self,151408,Master,Single,No,Execmanagerial,F,H,VL,M,High
Youngest,Self,112847,Bachelors,Single,No,Techsupport,M,VL,VL,L,Low
Youngest,Self,316929,Dropout,Single,No,Handlerscleaners,M,VL,VL,VL,Low
Elder,Gov,126319,Bachelors,Couple,No,Profspecialty,F,VL,VL,L,High
Eldest,Self,197422,HighSchool,Couple,No,Transportmoving,M,H,VL,L,High
Elder,Gov,193047,Bachelors,Couple,No,Profspecialty,M,VL,VL,VL,Low
Young,Gov,356089,Bachelors,Couple,No,Execmanagerial,M,H,VL,L,High
Youngest,Self,223515,Bachelors,Single,No,Profspecialty,M,VL,VL,VL,Low
Eldest,Self,87510,Dropout,Couple,No,Craftrepair,M,VL,VL,L,Low
Youngest,Self,145111,HighSchool,Single,No,Transportmoving,M,VL,VL,M,Low
Elder,Self,48093,HighSchool,Single,No,Handlerscleaners,M,VL,VL,L,Low
Youngest,Self,31757,Bachelors,Single,No,Craftrepair,M,VL,VL,VL,Low
Eldest,Self,285854,HighSchool,Couple,No,Transportmoving,M,VL,VL,L,High
Young,Gov,120064,Bachelors,Single,No,Profspecialty,F,VL,VL,M,Low
Elder,Gov,167381,HighSchool,Couple,No,Admclerical,F,VL,VL,L,High
Eldest,Gov,420537,HighSchool,Couple,No,Admclerical,F,VL,VL,VL,High
Eldest,Self,128272,Master,Couple,No,Execmanagerial,M,VL,VL,H,High
Eldest,Self,386773,Bachelors,Single,No,Sales,M,VL,VL,M,High
Elder,Self,106252,Bachelors,Single,No,Sales,F,VL,VL,M,Low
Young,Self,188557,HighSchool,Single,No,Machineopinspct,M,VL,VL,L,Low
Youngest,Self,171114,HighSchool,Single,No,Farmingfishing,F,VL,VL,VL,Low
Young,Self,244147,HighSchool,Single,No,Craftrepair,M,VL,VL,M,Low
Young,Self,280282,Bachelors,Couple,No,Techsupport,F,VL,VL,VL,High
Eldest,Self,116442,HighSchool,Single,No,Sales,M,VL,VL,VL,Low
Youngest,Gov,282579,Bachelors,Single,No,Techsupport,M,VL,VL,M,Low
Young,Self,51838,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Elder,Self,226902,Bachelors,Couple,No,Sales,M,VL,VL,M,High
Eldest,Self,279129,HighSchool,Single,No,Techsupport,M,VL,VL,L,Low
Youngest,Self,196690,Bachelors,Single,No,Machineopinspct,F,VL,L,L,Low
Elder,Self,130760,Bachelors,Couple,No,Execmanagerial,M,VL,VL,M,High
Elder,Self,49572,HighSchool,Couple,No,Execmanagerial,M,VL,VL,H,Low
Eldest,Self,36671,HighSchool,Couple,No,Farmingfishing,M,VL,VH,M,Low
Youngest,Self,231193,Dropout,Single,No,Machineopinspct,M,VL,VL,VL,Low
Eldest,Self,102102,Bachelors,Couple,No,Techsupport,M,VL,VL,M,High
Elder,Self,32185,Bachelors,Couple,No,Techsupport,M,VL,VL,L,Low
Youngest,Self,211046,HighSchool,Single,No,Sales,F,L,VL,L,Low
Eldest,Self,31577,HighSchool,Couple,No,Transportmoving,M,VL,VL,H,High
Eldest,Self,128831,HighSchool,Couple,No,Machineopinspct,M,VL,VL,L,Low
Elder,Self,90758,Master,Single,No,Techsupport,M,VL,VL,VL,High
Elder,Self,154538,Bachelors,Single,No,Craftrepair,M,VL,VL,L,Low
Eldest,Self,315859,Dropout,Single,No,Farmingfishing,M,VL,VL,VL,Low
Young,Self,51471,HighSchool,Single,No,Admclerical,F,VL,VL,VL,Low
Youngest,Self,193830,Dropout,Single,No,Sales,F,VL,VL,VL,Low
Young,Self,231043,HighSchool,Couple,No,Craftrepair,M,M,VL,M,High
Young,Self,169879,Bachelors,Couple,No,Profspecialty,M,L,VL,M,High
Eldest,Self,270333,Bachelors,Couple,No,Profspecialty,M,VL,VL,L,High
Youngest,Self,138768,HighSchool,Single,No,Transportmoving,M,VL,VL,VL,Low
Elder,Self,94113,HighSchool,Single,No,Execmanagerial,M,VL,VL,M,Low
Youngest,Self,137510,HighSchool,Single,No,Admclerical,M,VL,VL,L,Low
Youngest,Self,32607,Dropout,Single,No,Farmingfishing,M,VL,VL,VL,Low
Elder,Self,254440,Bachelors,Single,No,Profspecialty,F,VL,VL,H,Low
Eldest,Self,186556,HighSchool,Couple,No,Craftrepair,M,VL,VL,M,High
Eldest,Self,169871,HighSchool,Couple,No,Transportmoving,M,VL,VL,M,Low
Elder,Self,191277,HighSchool,Couple,No,Transportmoving,M,VL,VL,M,High
Eldest,Self,167159,Bachelors,Single,No,Admclerical,M,VL,VL,L,Low
Young,Self,171871,Master,Single,No,Profspecialty,F,VL,VL,M,Low
Young,Self,154411,Bachelors,Single,No,Techsupport,M,VL,VL,L,Low
Young,Self,129227,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Young,Self,110331,HighSchool,Couple,No,Execmanagerial,M,VL,L,H,Low
Eldest,Self,34269,HighSchool,Single,No,Transportmoving,M,VL,L,L,High
Elder,Self,680390,HighSchool,Single,No,Machineopinspct,F,VL,VL,VL,Low
Elder,Self,233130,HighSchool,Single,No,Admclerical,M,VL,VL,VL,Low
Youngest,Self,165474,Bachelors,Single,No,Sales,M,VL,VL,L,Low
Eldest,Self,194259,HighSchool,Couple,No,Admclerical,F,M,VL,L,High
Youngest,Self,280093,HighSchool,Single,No,Handlerscleaners,M,VL,VL,L,Low
Eldest,Self,177387,HighSchool,Couple,No,Execmanagerial,M,VL,VL,L,Low
Eldest,Self,105304,HighSchool,Couple,No,Machineopinspct,M,VL,VL,L,Low
Youngest,Self,499233,HighSchool,Single,No,Admclerical,M,VL,VL,L,Low
Elder,Self,180572,Bachelors,Single,No,Profspecialty,F,VL,VL,M,High
Youngest,Self,321435,Bachelors,Single,No,Execmanagerial,M,VL,VL,M,Low
Eldest,Self,86108,HighSchool,Single,No,Farmingfishing,M,VL,VL,VL,Low
Youngest,Self,198124,Dropout,Single,No,Sales,M,VL,VL,VL,Low
Young,Self,135162,HighSchool,Couple,No,Craftrepair,M,VL,VL,M,Low
Eldest,Self,146813,HighSchool,Couple,No,Profspecialty,M,VL,VL,L,High
Eldest,Gov,291175,Bachelors,Single,No,Profspecialty,F,VL,VL,M,Low
Eldest,Self,387569,HighSchool,Couple,No,Craftrepair,M,M,VL,L,High
Elder,Self,102895,HighSchool,Single,No,Profspecialty,M,VL,VL,L,Low
Young,Self,86551,Bachelors,Couple,No,Execmanagerial,M,VL,VL,M,High
Elder,Self,138192,Bachelors,Couple,No,Craftrepair,M,VL,VL,L,Low
Young,Self,118966,HighSchool,Single,No,Craftrepair,M,VL,VL,VL,Low
Eldest,Self,99784,Master,Single,No,Profspecialty,F,VL,VL,L,High
Youngest,Self,90980,Bachelors,Single,No,Admclerical,F,VL,VL,M,Low
Elder,Self,177407,HighSchool,Couple,No,Sales,M,VL,VL,M,Low
Youngest,Self,96467,Bachelors,Single,No,Profspecialty,F,VL,VL,L,Low
Eldest,Gov,327886,Master,Single,No,Profspecialty,M,VL,VL,M,High
Young,Self,111567,HighSchool,Single,No,Transportmoving,M,VL,VL,L,Low
Young,Gov,166545,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Young,Self,188798,Bachelors,Single,No,Profspecialty,F,VL,VL,L,Low
Eldest,Self,38563,Bachelors,Single,No,Execmanagerial,F,VL,VL,M,High
Youngest,Self,216284,Dropout,Single,No,Admclerical,F,VL,VL,VL,Low
Eldest,Self,285335,Dropout,Couple,No,Execmanagerial,M,VL,VL,M,Low
Youngest,Self,142712,HighSchool,Couple,No,Execmanagerial,M,VL,VL,H,Low
Young,Self,80945,HighSchool,Couple,No,Machineopinspct,M,VL,VL,L,Low
Youngest,Self,309055,HighSchool,Single,No,Sales,F,VL,VL,VL,Low
Youngest,Self,62339,Dropout,Single,No,Handlerscleaners,M,VL,VL,L,Low
Youngest,Self,368700,Dropout,Single,No,Sales,M,VL,VL,VL,Low
Elder,Self,176186,HighSchool,Couple,No,Farmingfishing,M,VL,VL,M,High
Young,Self,266855,Bachelors,Single,No,Profspecialty,M,VL,VL,L,Low
Elder,Self,48087,Bachelors,Couple,No,Execmanagerial,M,VL,VL,L,High
Youngest,Self,121313,HighSchool,Single,No,Transportmoving,M,VL,VL,M,Low
Eldest,Self,143437,Master,Couple,No,Sales,M,H,VL,L,High
Elder,Self,194636,Bachelors,Couple,No,Execmanagerial,M,VL,VL,H,High
Elder,Self,411797,Bachelors,Single,No,Admclerical,F,VL,VL,L,Low
Elder,Self,117683,HighSchool,Couple,No,Transportmoving,M,VL,VL,L,High
Youngest,Self,376540,HighSchool,Single,No,Admclerical,F,VL,VL,VL,Low
Eldest,Self,72393,Dropout,Single,No,Machineopinspct,F,VL,VL,L,Low
Youngest,Self,96226,HighSchool,Couple,No,Craftrepair,M,VL,VL,H,Low
Elder,Self,95336,Bachelors,Couple,No,Sales,M,VL,VL,M,High
Young,Self,258498,HighSchool,Couple,No,Craftrepair,F,VL,VL,H,Low
Youngest,Self,205865,Bachelors,Single,No,Execmanagerial,M,VL,VL,VL,Low
Young,Self,177119,Bachelors,Single,No,Techsupport,F,L,VL,M,Low
Young,Self,372525,Bachelors,Single,No,Execmanagerial,M,VL,VL,L,Low
Young,Self,183800,Bachelors,Couple,No,Profspecialty,M,H,VL,M,High
Elder,Self,177307,Master,Couple,No,Farmingfishing,M,VL,VL,H,High
Elder,Self,170108,Master,Couple,No,Profspecialty,M,VL,VL,L,Low
Elder,Self,341995,HighSchool,Single,No,Sales,M,VL,VL,M,Low
Youngest,Self,226508,Bachelors,Single,No,Execmanagerial,F,VL,VL,M,Low
Young,Self,87418,Bachelors,Couple,No,Execmanagerial,M,VL,VL,M,High
Youngest,Self,109165,HighSchool,Couple,No,Techsupport,M,VL,VL,L,Low
Eldest,Self,175897,Dropout,Couple,No,Craftrepair,M,VL,VL,VL,Low
Youngest,Self,99697,HighSchool,Single,No,Handlerscleaners,F,VL,VL,L,Low
Young,Self,152375,HighSchool,Single,No,Sales,M,VL,VL,M,Low
Elder,Self,171550,HighSchool,Single,No,Machineopinspct,F,VL,VL,VL,Low
Young,Self,211154,HighSchool,Single,No,Machineopinspct,M,VL,VL,M,Low
Young,Self,168496,HighSchool,Single,No,Handlerscleaners,M,VL,VL,VL,Low
Eldest,Self,68898,HighSchool,Couple,No,Techsupport,M,VL,VL,L,Low
Youngest,Self,93235,HighSchool,Single,No,Sales,M,VL,VL,VL,Low
Elder,Self,278924,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Eldest,Self,311020,Dropout,Couple,No,Farmingfishing,M,VL,VL,H,Low
Young,Self,175878,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,202027,Bachelors,Couple,No,Execmanagerial,M,VH,VL,M,High
Eldest,Self,136063,HighSchool,Couple,No,Execmanagerial,M,VL,VL,VL,Low
Youngest,Self,257509,HighSchool,Single,No,Sales,M,VL,VL,VL,Low
Youngest,Self,98155,HighSchool,Single,No,Transportmoving,M,VL,VL,L,Low
Young,Self,262153,HighSchool,Couple,No,Machineopinspct,M,VL,VL,L,Low
Young,Self,214738,HighSchool,Couple,No,Machineopinspct,M,VL,VL,L,Low
Eldest,Self,138022,Master,Couple,No,Execmanagerial,M,VL,VL,H,High
Youngest,Self,91842,HighSchool,Single,No,Sales,F,VL,VL,L,Low
Elder,Self,162003,HighSchool,Single,No,Machineopinspct,M,VL,VL,M,Low
Young,Self,186934,Dropout,Couple,No,Machineopinspct,M,L,VL,L,High
Young,Self,176900,HighSchool,Couple,No,Craftrepair,M,VL,VL,VH,High
Elder,Self,21906,Master,Single,No,Profspecialty,F,VL,VL,VL,Low
Elder,Self,132222,Master,Couple,No,Profspecialty,M,VL,VH,L,High
Young,Self,143653,HighSchool,Couple,No,Craftrepair,M,VL,VL,VL,Low
Young,Self,111567,Bachelors,Single,No,Sales,M,VL,VL,L,High
Elder,Self,196373,HighSchool,Couple,No,Execmanagerial,M,VL,VL,L,High
Youngest,Self,241752,HighSchool,Couple,No,Machineopinspct,M,VL,VL,L,Low
Elder,Self,184682,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Young,Self,108293,Bachelors,Couple,No,Execmanagerial,F,VL,H,M,High
Elder,Self,250802,HighSchool,Single,No,Craftrepair,M,VL,VL,VL,Low
Elder,Self,325159,HighSchool,Single,No,Farmingfishing,M,VL,VL,L,Low
Elder,Gov,174675,HighSchool,Couple,No,Profspecialty,F,VL,VL,L,High
Elder,Self,227065,Master,Couple,No,Execmanagerial,M,VL,VL,L,High
Eldest,Self,133461,HighSchool,Couple,No,Execmanagerial,M,VL,VL,L,Low
Elder,Self,398473,HighSchool,Couple,No,Sales,M,VL,VL,H,High
Young,Gov,298785,Dropout,Single,No,Transportmoving,M,VL,VL,L,Low
Young,Self,123424,Bachelors,Couple,No,Execmanagerial,M,VL,VL,L,High
Elder,Self,176286,Bachelors,Couple,No,Execmanagerial,M,VL,VL,L,High
Youngest,Self,150062,HighSchool,Couple,No,Profspecialty,M,VL,VL,M,Low
Young,Self,169240,HighSchool,Single,No,Machineopinspct,F,VL,VL,VL,Low
Young,Self,526968,Dropout,Single,No,Execmanagerial,F,VL,VL,L,Low
Youngest,Self,57066,HighSchool,Couple,No,Transportmoving,M,VL,VL,L,Low
Young,Self,368825,HighSchool,Couple,No,Sales,M,VL,VL,H,High
Eldest,Self,189721,HighSchool,Couple,No,Craftrepair,M,VL,VL,VL,Low
Young,Self,202046,HighSchool,Couple,No,Craftrepair,M,VL,VL,VL,High
Youngest,Self,161538,Bachelors,Single,No,Techsupport,F,VL,VL,VL,Low
Eldest,Self,105252,Bachelors,Single,No,Execmanagerial,M,VL,VH,L,High
Young,Self,200153,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,32185,HighSchool,Single,No,Transportmoving,M,VL,VL,H,Low
Youngest,Self,178326,HighSchool,Single,No,Sales,F,VL,VL,L,Low
Youngest,Self,255957,HighSchool,Single,No,Execmanagerial,F,M,VL,L,Low
Elder,Gov,188693,Master,Couple,No,Profspecialty,M,VL,VL,VL,High
Young,Self,159929,HighSchool,Single,No,Handlerscleaners,M,VL,VL,L,Low
Eldest,Self,123207,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Youngest,Self,284317,Bachelors,Single,No,Admclerical,F,VL,VL,L,Low
Eldest,Self,154474,HighSchool,Single,No,Farmingfishing,M,VL,VL,L,Low
Elder,Gov,318280,HighSchool,Single,No,Protectiveserv,M,VL,VL,L,High
Elder,Self,335973,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Elder,Self,126701,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Eldest,Self,122159,HighSchool,Single,No,Profspecialty,F,L,VL,L,Low
Elder,Self,187370,Bachelors,Single,No,Sales,M,VL,L,L,Low
Elder,Self,194636,Bachelors,Couple,No,Machineopinspct,M,VL,VL,L,Low
Eldest,Self,124793,HighSchool,Couple,No,Craftrepair,M,VL,VL,VL,Low
Elder,Self,192835,HighSchool,Couple,No,Admclerical,M,VL,VL,M,High
Young,Self,290226,HighSchool,Single,No,Execmanagerial,M,VL,VL,M,Low
Eldest,Self,112840,HighSchool,Couple,No,Execmanagerial,M,VL,VL,M,High
Elder,Self,89325,Master,Single,No,Profspecialty,M,VL,VL,M,Low
Eldest,Gov,33109,Bachelors,Single,No,Execmanagerial,M,VL,VL,M,High
Elder,Self,82465,HighSchool,Couple,No,Machineopinspct,M,L,VL,L,Low
Elder,Self,329980,Bachelors,Couple,No,Execmanagerial,M,VH,VL,M,High
Eldest,Self,168212,Master,Couple,No,Profspecialty,M,VL,H,H,High
Elder,Gov,343642,HighSchool,Couple,No,Profspecialty,F,VL,VL,L,High
Youngest,Gov,115244,Bachelors,Single,No,Profspecialty,F,VL,VL,H,Low
Eldest,Self,356067,Bachelors,Couple,No,Admclerical,M,VL,VL,L,Low
Elder,Self,180804,HighSchool,Couple,No,Execmanagerial,M,VL,VL,L,High
Eldest,Self,123011,HighSchool,Couple,No,Craftrepair,M,VH,VL,M,High
Eldest,Self,220537,HighSchool,Single,No,Machineopinspct,F,VL,VL,L,Low
Young,Self,124827,Bachelors,Single,No,Transportmoving,M,VL,VL,L,Low
Eldest,Self,767403,HighSchool,Couple,No,Machineopinspct,M,L,VL,L,High
Elder,Self,118494,HighSchool,Couple,No,Profspecialty,M,VL,VL,L,High
Elder,Self,173208,Master,Couple,No,Profspecialty,M,VL,VL,VL,Low
Eldest,Self,107373,Dropout,Couple,No,Handlerscleaners,M,VL,VL,L,Low
Young,Self,26973,Bachelors,Couple,No,Techsupport,F,VL,VL,L,High
Youngest,Self,122346,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Eldest,Gov,123075,Master,Couple,No,Profspecialty,M,VL,VL,VL,High
